"osebuildingid","datayear","buildingname","buildingtype","taxparcelidentificationnumber","address","city","state","zipcode","latitude","longitude","neighborhood","councildistrictcode","yearbuilt","numberoffloors","numberofbuildings","propertygfatotal","propertygfabuildings","propertygfaparking","selfreportgfatotal","selfreportgfabuildings","selfreportparking","energystarscore","siteeuiwn_kbtu_sf","siteeui_kbtu_sf","siteenergyuse_kbtu","siteenergyusewn_kbtu","sourceeuiwn_kbtu_sf","sourceeui_kbtu_sf","epapropertytype","largestpropertyusetype","largestpropertyusetypegfa","secondlargestpropertyusetype","secondlargestpropertyuse","thirdlargestpropertyusetype","thirdlargestpropertyusetypegfa","electricity_kwh","steamuse_kbtu","naturalgas_therms","compliancestatus","complianceissue","electricity_kbtu","naturalgas_kbtu","totalghgemissions","ghgemissionsintensity","demolished"
"25528","2015","WATERFRONT PLACE BUILDING MIXED USE CONDOMINIUM","NonResidential","9195900000","1009 WESTERN AVE","SEATTLE","WA","98104","47.60449","-122.33803","DOWNTOWN","7","1983","13","1","307557","224493","83064","299853","216789","83064",,"42.79999924","42.79999924","9986032","9986032","134.3999939","134.3999939","Office","Office","162869","Parking","83064","Multifamily Housing","55065","2926738",,,"Compliant","No Issue","9986030",,"57.9","0.267","false"
"25529","2015","UNIVERSITY PLAZA CONDOMINIUM","Multifamily HR (10+)","8825300000","4540 8TH AVE NE","SEATTLE","WA","98105","47.66289","-122.31882","NORTHEAST","4","1974","23","1","169565","169565","0","201565","134565","67000","14","55.90000153","50.20000076","6750112","7521264","153.3999939","137.5","Multifamily HR (10+)","Multifamily Housing","134565","Parking","35000","Swimming Pool",,"1600107",,"12905","Compliant","No Issue","5459565","1290548","100.1","0.744","false"
"25530","2015","WATER'S EDGE","Multifamily MR (5-9)","9197580000","9530 RAINIER AVE S","SEATTLE","WA","98118","47.52058","-122.26028","SOUTHEAST","2","1964","5","1","20967","20967","0","20967","20967","0","81","27.5","25.70000076","539271","576638","86.40000153","80.80000305","Multifamily MR (5-9)","Multifamily Housing","20967","NA",,"NA",,"158051",,,"Compliant","No Issue","539271",,"3.1","0.148","false"
"25531","2015","WATERSIDE AT ALKI BEACH CONDOMINIUM","Multifamily MR (5-9)","9197900000","1550 ALKI AVE SW","SEATTLE","WA","98116","47.58946","-122.39376","SOUTHWEST","1","1994","6","1","44188","44188","0","44188","44188","0","98","32","29.5","1305578","1415782","71","68.40000153","Multifamily MR (5-9)","Multifamily Housing","44188","NA",,"NA",,"231797",,"5147","Compliant","No Issue","790893","514685","31.9","0.722","false"
"25537","2015","FREMONT BRIDGE MINI-STORAGE","NonResidential","5244800055","319 NICKERSON ST","SEATTLE","WA","98109","47.64633","-122.3508","MAGNOLIA / QUEEN ANNE","7","1918","2","1","28309","28309","0","28309","28309","0",,"15.19999981","15.19999981","429158","429158","32.09999847","32.09999847","Self-Storage Facility","Self-Storage Facility","28309","NA",,"NA",,"64169",,"2102","Compliant","No Issue","218946","210212","12.4","0.438","false"
"25540","2015","BEST WESTERN PIONEER SQUARE HOTEL","NonResidential","5247800005","75 YESLER WAY","SEATTLE","WA","98104","47.60154","-122.3352","DOWNTOWN","1","1914","4","1","45500","45500","0","45500","45500","0","80","59.40000153","55.5","2527198","2701446","117","112","Hotel","Hotel","45500","NA",,"NA",,"324121","854542","5668","Compliant","No Issue","1105901","566754","105.7","2.323","false"
"25541","2015","MAYNARD BUILDING","NonResidential","5247800035","119 1ST AVE S","SEATTLE","WA","98104","47.60106","-122.33458","DOWNTOWN","1","1900","5","1","38376","38376","0","31667","31667","0",,"62.59999847","62.59999847","1982967","1982967","196.6000061","196.6000061","Office","Office","29258","Retail Store","2409","NA",,"581174",,,"Compliant","No Issue","1982967",,"11.5","0.363","false"
"25542","2015","TERRY DENNY BUILDING/NORTHERN HOTEL","Multifamily MR (5-9)","5247800041","111 1ST AVE S","SEATTLE","WA","98104","47.60128","-122.33456","DOWNTOWN","1","1900","6","1","78779","67235","11544","90323","78779","11544","73","25.70000076","23.5","1848656","2023852","63.79999924","57.79999924","Multifamily MR (5-9)","Multifamily Housing","78779","Parking","11544","NA",,"365908",,"6002","Compliant","No Issue","1248477","600179","39.1","0.496","false"
"25543","2015","GATZERT AND SCHWABACHER BUILDING","NonResidential","5247800046","103 1ST AVE S","SEATTLE","WA","98104","47.60149","-122.33458","DOWNTOWN","1","1900","4","1","42804","42804","0","42804","42804","0",,"52.70000076","52.70000076","1617558","1617558","109.6999969","109.6999969","Office","Office","24120","Retail Store","6583","NA",,"234190",,"8185","Compliant","No Issue","799057","818501","48","1.121","false"
"25546","2015","COMPASS HOUSING ALLIANCE","Multifamily MR (5-9)","5247800080","210 ALASKAN WAY S","SEATTLE","WA","98104","47.6005","-122.33514","DOWNTOWN","1","2005","5","1","57600","49600","8000","64716","64716","0",,"156.3999939","141.8000031","7175646","7915628","302.8999939","285","Mixed Use Property","Residence Hall/Dormitory","27600","Multifamily Housing","16000","Financial Office","7000","965433",,"38816","Compliant","No Issue","3294056","3881589","224.8","3.474","false"
"25547","2015","OK HOTEL APTS","Multifamily MR (5-9)","5247800090","212 ALASKAN WAY S","SEATTLE","WA","98104","47.60038","-122.33517","DOWNTOWN","1","1914","5","1","42534","42534","0","42534","42534","0","74","42.70000076","40.40000153","1718845","1817406","83.69999695","81.30000305","Multifamily MR (5-9)","Multifamily Housing","42534","Parking",,"NA",,"231603",,"9286","Compliant","No Issue","790228","928617","53.8","1.265","false"
"25548","2015","NEW ENGLAND BUILDING","NonResidential","5247800105","219 1ST AVE S","SEATTLE","WA","98104","47.60023","-122.33459","DOWNTOWN","1","1900","4","1","33300","33300","0","33300","33300","0",,"37.90000153","37.59999847","1251358","1261430","107.8000031","106.9000015","Office","Office","26639","Restaurant","2820","Retail Store","2377","314853",,"1771","Compliant","No Issue","1074277","177080","15.6","0.468","false"
"25554","2015","C & H COMPANY (STORAGE WAREHOUSE)","NonResidential","5247800140","304 ALASKAN WAY S","SEATTLE","WA","98104","47.59976","-122.33514","DOWNTOWN","1","1900","3","1","22200","22200","0","22200","22200","0",,"6.400000095","6.400000095","142873","142873","10.39999962","10.39999962","Other","Other","22200","NA",,"NA",,"11440",,"1038","Compliant","No Issue","39032","103842","5.7","0.257","false"
"25563","2015","NAUTICAL LANDING","NonResidential","4088804350","2500 WESTLAKE AVE N","SEATTLE","WA","98109","47.64279","-122.34287","LAKE UNION","7","1968","2","1","29498","29498","0","29498","29498","0",,"119.5999985","119.5999985","3456208","3456208","340.1000061","340.1000061","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","19749","Office","9148","NA",,"869326",,"4901","Compliant","No Issue","2966142","490066","43.2","1.465","false"
"25568","2015","NORTHLAKE BUILDING","NonResidential","4088804565","1341 N NORTHLAKE WAY","SEATTLE","WA","98103","47.64747","-122.34086","LAKE UNION","4","2008","4","1","49782","49782","0","51022","44022","7000","46","75.80000305","71.90000153","3155503","3326448","237.8999939","225.6999969","Office","Office","43907","Parking",,"NA",,"924825",,,"Compliant","No Issue","3155503",,"18.3","0.416","false"
"25572","2015","PETCO AND OTHERS","NonResidential","4092300005","809 NE 45TH ST","SEATTLE","WA","98105","47.66097","-122.3192","NORTHEAST","4","1930","1","1","46059","46059","0","46000","46000","0","77","36.79999924","36.79999924","1692851","1692851","107.8000031","107.8000031","Retail Store","Retail Store","46000","NA",,"NA",,"446342",,"1699","Compliant","No Issue","1522919","169932","17.8","0.387","false"
"25574","2015","KELLY ANNE APTS","Multifamily LR (1-4)","4092300140","816 NE 43RD ST","SEATTLE","WA","98105","47.65963","-122.31914","NORTHEAST","4","1986","3","1","32331","23162","9169","32331","23162","9169","97","29","25.89999962","600060","671077","91","81.30000305","Multifamily LR (1-4)","Multifamily Housing","23162","Parking","9169","NA",,"175867",,,"Compliant","No Issue","600060",,"3.5","0.151","false"
"25576","2015","CAMPUS VIEW APARTMENTS II","Multifamily LR (1-4)","4092300345","4328 7TH AVE NE","SEATTLE","WA","98105","47.6604","-122.32054","NORTHEAST","4","1988","4","1","40152","21100","19052","21100","21100","0","92","23.79999924","21.79999924","460010","501165","74.59999847","68.5","Multifamily LR (1-4)","Multifamily Housing","21100","NA",,"NA",,"134821",,,"Compliant","No Issue","460010",,"2.7","0.128","false"
"25577","2015","CAMPUS VIEW APTS","Multifamily MR (5-9)","4092300375","4322 7TH AVE NE","SEATTLE","WA","98105","47.66001","-122.32052","NORTHEAST","4","1986","5","1","42189","31756","10433","31756","31756","0","87","28.10000038","28.10000038","892634","892634","88.30000305","88.30000305","Multifamily MR (5-9)","Multifamily Housing","31756","NA",,"NA",,"261616",,,"Compliant","No Issue","892634",,"5.2","0.164","false"
"25578","2015","WESTWOOD APTS","Multifamily LR (1-4)","4092300460","4317 8TH AVE NE","SEATTLE","WA","98105","47.66001","-122.32011","NORTHEAST","4","1985","4","1","84385","60684","23701","84385","60684","23701","94","26.20000076","23.79999924","2006647","2213224","82.40000153","74.69999695","Multifamily LR (1-4)","Multifamily Housing","84385","Parking","23701","NA",,"588115",,,"Compliant","No Issue","2006647",,"11.6","0.191","false"
"25579","2015","MAPLEWOOD APTS","Multifamily LR (1-4)","4092300780","4253 7TH AVE NE","SEATTLE","WA","98105","47.65911","-122.32119","NORTHEAST","4","1985","4","1","30964","23195","7769","30964","23195","7769","95","26.20000076","24","575226","629421","82.30000305","75.30000305","Multifamily LR (1-4)","Multifamily Housing","24000","Parking","7769","NA",,"168589",,,"Compliant","No Issue","575226",,"3.3","0.142","false"
"25580","2015","APEX (40 UNIT APT BLDG)","Multifamily LR (1-4)","4092300810","4233 7TH AVE NE","SEATTLE","WA","98105","47.65864","-122.32109","NORTHEAST","4","1983","4","1","40090","40090","0","47290","40090","7200","88","38","33.90000153","1164710","1307402","119.4000015","106.4000015","Multifamily LR (1-4)","Multifamily Housing","34380","Parking","7200","NA",,"341357",,,"Compliant","No Issue","1164710",,"6.8","0.17","false"
"25582","2015","THE SHANNON APARTMENTS","Multifamily LR (1-4)","4092300860","4219 7TH AVE NE","SEATTLE","WA","98105","47.65809","-122.32117","NORTHEAST","4","1987","4","1","31034","22176","8858","31034","22176","8858","97","29.5","26.70000076","591840","654715","92.69999695","83.80000305","Multifamily LR (1-4)","Multifamily Housing","22176","Parking","8858","NA",,"173458",,,"Compliant","No Issue","591840",,"3.4","0.153","false"
"25599","2015","TREMEZZO CONDOMINIUM","Multifamily LR (1-4)","8679000000","5000 30TH AVE NE","SEATTLE","WA","98105","47.66507","-122.29523","NORTHEAST","4","2000","3","1","29351","29351","0","20725","20725","0","82","25.20000076","24","703298","738955","79.09999847","75.19999695","Multifamily LR (1-4)","Multifamily Housing","29351","NA",,"NA",,"206125",,,"Compliant","No Issue","703298",,"4.1","0.198","false"
"25603","2015","TRIO","Multifamily MR (5-9)","8684000000","3104 WESTERN AVE","SEATTLE","WA","98121","47.61798","-122.35603","DOWNTOWN","7","2006","6","1","131500","108959","22541","108959","108959","0","42","42.20000076","39.20000076","4438838","4786161","97.40000153","92","Multifamily MR (5-9)","Multifamily Housing","113351","Parking","22541","NA",,"808185",,"16813","Compliant","No Issue","2757528","1681310","105.1","0.965","false"
"25604","2015","TRITON TERRACE CONDOMINIUM","Multifamily MR (5-9)","8686000000","507 W MERCER ST","SEATTLE","WA","98119","47.62439","-122.36386","MAGNOLIA / QUEEN ANNE","7","1963","8","1","29520","29520","0","36019","29520","6499","31","80.40000153","65.40000153","1608224","1976664","119.0999985","102.1999969","Multifamily MR (5-9)","Multifamily Housing","24600","Parking","6499","NA",,"115912",,"12127","Compliant","No Issue","395492","1212732","66.6","2.256","false"
"25605","2015","HOWARD PARK APARTMENTS","Multifamily MR (5-9)","8690300040","4218 STONE WAY N","SEATTLE","WA","98103","47.65862","-122.34192","LAKE UNION","4","2008","5","1","36600","36600","0","46625","30625","16000","94","35.59999847","33.40000153","1021798","1088926","81.19999695","77.30000305","Multifamily MR (5-9)","Multifamily Housing","30600","Parking","16000","NA",,"181409",,"4028","Compliant","No Issue","618967","402831","24.9","0.813","false"
"25617","2015","TUSCANY AT LAKE CITY CONDOMINIUM","Multifamily MR (5-9)","8724200000","14300 32ND AVE NE","SEATTLE","WA","98125","47.73225","-122.29347","NORTH","5","1986","6","1","32400","32400","0","32400","32400","0","61","30.89999962","29.29999924","948157","1001640","97.09999847","91.90000153","Multifamily MR (5-9)","Multifamily Housing","32400","NA",,"NA",,"277889",,,"Compliant","No Issue","948157",,"5.5","0.17","false"
"25619","2015","CREST APARTMENTS","Multifamily LR (1-4)","8725600030","1718 MELROSE AVE","SEATTLE","WA","98122","47.61759","-122.32759","EAST","3","1988","4","1","54224","34165","20059","54224","34165","20059","60","40.70000076","38.40000153","1312005","1390585","127.8000031","120.5999985","Multifamily LR (1-4)","Multifamily Housing","34165","Parking","20059","NA",,"384527",,,"Compliant","No Issue","1312005",,"7.6","0.222","false"
"25620","2015","LAUREN RENEE","Multifamily LR (1-4)","8725600045","312 E OLIVE PL","SEATTLE","WA","98122","47.61721","-122.3271","EAST","3","1914","4","1","20928","20928","0","20928","20928","0","73","51.59999847","45.79999924","957567","1080311","84.59999847","78.40000153","Multifamily LR (1-4)","Multifamily Housing","20928","NA",,"NA",,"89096",,"6536","Compliant","No Issue","303995","653572","36.4","1.739","false"
"25624","2015","WAVERLY PLACE CONDOMINIUM","Multifamily LR (1-4)","9201200000","2040 WAVERLY PL N","SEATTLE","WA","98109","47.63766","-122.34213","MAGNOLIA / QUEEN ANNE","7","1990","4","1","29522","24724","4798","24538","24538","0",,"28.79999924","26.5","549834","597901","90.5","83.19999695","Multifamily LR (1-4)","Multifamily Housing","20752","Parking","4798","NA",,"161147",,,"Compliant","No Issue","549834",,"3.2","0.13","false"
"25632","2015","SAINT THEODORE ON ROOSEVELT APTS","Multifamily MR (5-9)","9221400085","6410 9TH AVE NE","SEATTLE","WA","98115","47.67539","-122.31843","NORTHEAST","4","1999","6","1","71510","48330","23180","54300","43700","10600","87","50.29999924","45.5","1987072","2197632","104.5999985","96.40000153","Multifamily MR (5-9)","Multifamily Housing","43700","Parking","10600","NA",,"298198",,"9696","Compliant","No Issue","1017451","969622","57.3","1.311","false"
"25634","2015","ACTON APTS","Multifamily MR (5-9)","9221400410","920 NE 63RD ST","SEATTLE","WA","98115","47.67426","-122.3177","NORTHEAST","4","1992","5","1","30169","24501","5668","30169","24501","5668","100","16.70000076","15.60000038","381370","408691","52.40000153","48.90000153","Multifamily MR (5-9)","Multifamily Housing","18728","Retail Store","5773","Parking","5668","111773",,,"Compliant","No Issue","381370",,"2.2","0.09","false"
"25635","2015","SEATTLE HEALING ARTS- INACTIVE-DEMOLISHED","NonResidential","9221400445","6300 9TH AVE NE","SEATTLE","WA","98115","47.67441","-122.31831","NORTHEAST","4","1970","2","0","23595","23595","0","13970","13970","0","76","34.5","33.40000153","788976","814357","106.9000015","103.5","Medical Office","Medical Office","23595","NA",,"NA",,"226227",,"171","Compliant","No Issue","771886","17090","5.4","0.387","true"
"25639","2015","THE TOWERS ON GREENWOOD","Multifamily MR (5-9)","9231900005","8551 GREENWOOD AVE N","SEATTLE","WA","98103","47.692","-122.35561","NORTHWEST","6","2000","6","1","98486","68648","29838","85760","70910","14850",,"32.5","31.60000038","2237482","2307250","102.1999969","99.09999847","Multifamily MR (5-9)","Multifamily Housing","65726","Parking","14850","Retail Store","5184","655768",,,"Compliant","No Issue","2237481",,"13","0.183","false"
"25641","2015","PIPER VILLAGE","Multifamily LR (1-4)","9231900105","8623 PALATINE AVE N","SEATTLE","WA","98103","47.69159","-122.35732","NORTHWEST","6","2008","3","1","52626","52626","0","52626","52626","0","53","30.20000076","27.60000038","1125092","1229082","94.80000305","86.69999695","Multifamily LR (1-4)","Multifamily Housing","40727","Retail Store","6483","Restaurant","4016","329746",,,"Compliant","No Issue","1125092",,"6.5","0.124","false"
"25643","2015","VERSE SEATTLE + WELCH PLAZA","Multifamily MR (5-9)","3646100480","402 22ND AVE S","SEATTLE","WA","98144","47.59901","-122.30301","CENTRAL","3","2004","6","1","93024","63798","29226","93024","93024","0","2","75.5","70.09999847","5445828","5859990","178.8000031","168.1999969","Multifamily MR (5-9)","Multifamily Housing","77664","NA",,"NA",,"1029648",,"19327","Compliant","No Issue","3513159","1932669","122.8","1.32","false"
"25652","2015","WEST BEACH CONDOMINIUM","Multifamily LR (1-4)","9263800000","10203 47TH AVE SW","SEATTLE","WA","98146","47.51169","-122.39435","SOUTHWEST","1","1967","3","1","115819","115819","0","115850","115850","0","1","72","65.69999695","3361743","3688261","186.3999939","166.3999939","Multifamily LR (1-4)","Multifamily Housing","51200","NA",,"NA",,"699799",,"9740","Compliant","No Issue","2387714","974029","65.5","0.565","false"
"25654","2015","FISHER BUILDING","NonResidential","5247800265","115 S JACKSON ST","SEATTLE","WA","98104","47.59896","-122.33338","DOWNTOWN","1","1900","2","0","24940","24940","0","27438","27438","0",,"9","9","184077","184077","28.29999924","28.29999924","Retail Store","Hotel","19507","Restaurant","7931","NA",,"53950",,,"Compliant","No Issue","184077",,"1.1","0.04","false"
"25655","2015","SEATTLE QUILT BUILDING","Multifamily MR (5-9)","5247800335","316 1ST AVE S","SEATTLE","WA","98104","47.59946","-122.3338","DOWNTOWN","1","1905","7","1","50120","43460","6660","40028","40028","0","79","33.29999924","29.79999924","1192642","1334394","104.6999969","93.59999847","Multifamily MR (5-9)","Multifamily Housing","22853","Office","10631","Retail Store","6544","349543",,,"Compliant","No Issue","1192642",,"6.9","0.172","false"
"25657","2015","HERMAN BLUMENTHAL BUILDING","NonResidential","5247800350","122 S JACKSON ST","SEATTLE","WA","98104","47.59938","-122.33328","DOWNTOWN","1","1900","3","1","28142","28142","0","28142","28142","0","93","37.40000153","34.59999847","972608","1051919","74.19999695","73.5","Office","Office","28142","Other - Restaurant/Bar","4725","Other","4183","140590","296618","1963","Compliant","No Issue","479692","196298","37.2","1.322","false"
"25658","2015","WALTHAM BLOCK/OCCIDENTAL BUILDING","NonResidential","5247800355","311 OCCIDENTAL AVE S","SEATTLE","WA","98104","47.59954","-122.33327","DOWNTOWN","1","1900","3","1","28760","28760","0","24334","24334","0",,"117.3000031","110.3000031","2683383","2854704","181.8999939","175.1000061","Office","Office","12314","Retail Store","6020","Non-Refrigerated Warehouse","6000","191489","505677","15243","Compliant","No Issue","653361","1524345","125.5","5.157","false"
"25659","2015","UNION TRUST BUILDING","NonResidential","5247800360","119 S MAIN ST","SEATTLE","WA","98104","47.59979","-122.33318","DOWNTOWN","1","1902","4","1","39030","39030","0","39030","39030","0","99","19.5","19.5","756267","756267","53.09999847","53.09999847","Office","Office","32001","Retail Store","6685","NA",,"176620",,"1536","Compliant","No Issue","602626","153641","11.6","0.297","false"
"25660","2015","UNION TRUST ANNEX","NonResidential","5247800365","117 S MAIN ST","SEATTLE","WA","98104","47.59979","-122.33339","DOWNTOWN","1","1902","4","1","27838","27838","0","27838","27838","0","71","50.09999847","48.29999924","1344512","1394843","157.3000031","151.6999969","Office","Office","27838","NA",,"NA",,"394054",,,"Compliant","No Issue","1344512",,"7.8","0.28","false"
"25663","2015","EAST PRECINCT","NonResidential","6003500315","1519 12TH AVE","SEATTLE","WA","98122","47.61492","-122.31728","EAST","3","1926","2","1","61580","34580","27000","59434","36280","23154",,"134.3000031","120.5999985","4376926","4871206","352.1000061","323.8999939","Other","Other","36280","Parking","23154","NA",,"1003238",,"9539","Compliant","No Issue","3423048","953877","70.4","1.94","false"
"25664","2015","Ballou Wright Building","NonResidential","6003500330","1517 12TH AVE","SEATTLE","WA","98122","47.61459","-122.31724","EAST","3","1917","3","1","30720","30720","0","29066","29066","0",,"44.90000153","40","1227772","1380637","103.9000015","98.69999695","Office","Office","29720","Retail Store","1000","NA",,"244510",,"3935","Compliant","No Issue","834268","393503","25.7","0.884","false"
"25666","2015","POST OPTIONS","NonResidential","6003500340","1122 E PIKE ST","SEATTLE","WA","98122","47.61428","-122.31726","EAST","3","1916","2","1","20640","20640","0","21412","21412","0",,"16.10000038","16.10000038","345399","345399","50.70000076","50.70000076","Mixed Use Property","Retail Store","9750","Office","9212","Restaurant","2450","101231",,,"Compliant","No Issue","345399",,"2","0.093","false"
"25667","2015","PIKE BUILDING","NonResidential","6003500345","1000 E PIKE ST","SEATTLE","WA","98122","47.61421","-122.3193","EAST","3","1912","2","1","34914","34914","0","31458","31458","0",,"43","45.09999847","1417852","1351681","134.8999939","141.5","Mixed Use Property","Retail Store","14983","Restaurant","10638","Office","5837","415548",,,"Compliant","No Issue","1417851",,"8.2","0.261","false"
"25670","2015","LEGACY PINE STREET","NonResidential","6003500395","1021 E PINE ST","SEATTLE","WA","98122","47.61508","-122.31845","EAST","3","1906","3","1","20897","20897","0","20897","20897","0",,"52.5","52.5","896403","896403","140.1000061","140.1000061","Office","Office","10228","Retail Store","3433","Non-Refrigerated Warehouse","3400","203165",,"2032","Compliant","No Issue","693198","203205","14.8","0.708","false"
"25671","2015","CAPITAL HILL VALUE VILLAGE-demo","NonResidential","6003500420","1525 11TH AVE","SEATTLE","WA","98122","47.61478","-122.31847","EAST","3","1916","2","0","36940","36940","0","0","0","0","98","17.60000038","17.60000038","651493","651493","55.40000153","55.40000153","Retail Store","Retail Store","36940","NA",,"NA",,"190942",,,"Compliant","No Issue","651492",,"3.8",,"true"
"25672","2015","COLLECTION AGENCY OFFICE","NonResidential","6003500440","1016 E PIKE ST","SEATTLE","WA","98122","47.61435","-122.31859","EAST","3","1913","3","1","22866","22866","0","22866","22866","0",,"49.09999847","49.09999847","1123416","1123416","130.3000031","130.3000031","Office","Office","22866","NA",,"NA",,"252275",,"2627","Compliant","No Issue","860762","262654","18.9","0.827","false"
"25673","2015","THE FORD BUILDING","NonResidential","6003500470","1521 10TH AVE","SEATTLE","WA","98122","47.61466","-122.31984","EAST","3","1920","1","1","30240","30240","0","32919","32919","0","78","36.79999924","37.79999924","1244824","1212292","104","107.0999985","Retail Store","Retail Store","32205","Restaurant","714","NA",,"311107",,"1833","Compliant","No Issue","1061496","183328","15.9","0.483","false"
"25674","2015","BLUFF BUILDING","Multifamily LR (1-4)","6003500480","916 E PIKE ST","SEATTLE","WA","98122","47.61427","-122.31977","EAST","3","1910","3","1","32100","32100","0","32000","32000","0",,"2.900000095","2.900000095","93851","93851","3.5","3.5","Multifamily LR (1-4)","Multifamily Housing","21400","Bar/Nightclub","10700","NA",,"1929",,"873","Compliant","No Issue","6581","87270","4.7","0.147","false"
"25679","2015","ROOSEVELT APARTMENTS","Multifamily LR (1-4)","6003500665","1729 12TH AVE","SEATTLE","WA","98122","47.61738","-122.31749","EAST","3","1925","3","1","36148","29513","6635","36148","29513","6635","69","91.80000305","75.40000153","2225134","2709755","120.8000031","103.5999985","Multifamily LR (1-4)","Multifamily Housing","29513","Parking","6635","NA",,"101039",,"18804","Compliant","No Issue","344745","1880389","101.7","3.446","false"
"25682","2015","MULTI RES","Multifamily LR (1-4)","4092301205","4253 8TH AVE NE","SEATTLE","WA","98105","47.65901","-122.3201","NORTHEAST","4","1990","4","1","24153","16554","7599","24153","16554","7599",,"30.20000076","27.70000076","458746","500429","94.90000153","87","Multifamily LR (1-4)","Multifamily Housing","16554","Parking","7599","NA",,"134451",,,"Compliant","No Issue","458746",,"2.7","0.163","false"
"25693","2015","KELSEY APARTMENTS","Multifamily LR (1-4)","4092301481","4233 9TH AVE NE","SEATTLE","WA","98105","47.65859","-122.31913","NORTHEAST","4","1986","4","1","47332","34373","12959","47332","34373","12959","93","34.5","30.89999962","1045640","1168488","108.5","97.09999847","Multifamily LR (1-4)","Multifamily Housing","33822","Parking","12959","NA",,"306460",,,"Compliant","No Issue","1045640",,"6.1","0.177","false"
"25694","2015","CENTURYLINK: CAMPUS CO","NonResidential","4092301550","801 NE 42ND ST","SEATTLE","WA","98105","47.65729","-122.31937","NORTHEAST","4","1962","2","1","28586","28586","0","27918","27918","0",,"188.6999969","188.6999969","5100196","5100196","592.7000122","592.7000122","Other","Other","27022","NA",,"NA",,"1494782",,,"Compliant","No Issue","5100196",,"29.6","1.06","false"
"25696","2015","PORTAGE BAY APTS","Multifamily MR (5-9)","4092301630","4016 8TH AVE NE","SEATTLE","WA","98105","47.65631","-122.3195","NORTHEAST","4","1986","6","1","46689","38605","8084","46689","36589","10100","95","29","26.29999924","964074","1061713","91.09999847","82.69999695","Multifamily MR (5-9)","Multifamily Housing","36589","Parking","7000","NA",,"282554",,,"Compliant","No Issue","964074",,"5.6","0.153","false"
"25701","2015","LAKE VIEW APTS","Multifamily LR (1-4)","4092301845","4040 7TH AVE NE","SEATTLE","WA","98105","47.65676","-122.32053","NORTHEAST","4","1987","4","1","30347","23432","6915","30335","23242","7093","83","29.60000038","27.20000076","636427","694178","93","85.30000305","Multifamily LR (1-4)","Multifamily Housing","23432","Parking","6915","NA",,"186526",,,"Compliant","No Issue","636427",,"3.7","0.159","false"
"25708","2015","EASTERN HOTEL HOUSING","Multifamily LR (1-4)","2198700010","506 MAYNARD AVE S","SEATTLE","WA","98104","47.59802","-122.32468","DOWNTOWN","2","1909","4","1","33887","33887","0","0","0","0","19","73.09999847","65.30000305","2327611","2603920","130.6000061","122.5","Multifamily LR (1-4)","Multifamily Housing","30387","Other - Restaurant/Bar","2000","Other - Entertainment/Public Assembly","1750","269224",,"14090","Compliant","No Issue","918593","1409018","80",,"false"
"25710","2015","GEE HOW OAK TIN","Multifamily LR (1-4)","5247802375","513 7TH AVE S","SEATTLE","WA","98104","47.59784","-122.32394","DOWNTOWN","2","1907","3","1","25600","25600","0","10724","10724","0","89","53","47.09999847","1205617","1356040","77.19999695","69.5","Multifamily LR (1-4)","Multifamily Housing","25600","Personal Services (Health/Beauty, Dry Cleaning, etc)","1671","NA",,"72108",,"9596","Compliant","No Issue","246032","959585","52.3","4.877","false"
"25711","2015","BUSH GARDEN-RESTAURANT& LOUNGE-INACTIVE","NonResidential","5247802410","614 MAYNARD AVE S","SEATTLE","WA","98104","47.59697","-122.32474","DOWNTOWN","2","1913","3","1","28800","28800","0","0","0","0",,"35.40000153","33.40000153","961618","1019642","64.90000153","64.5","Restaurant","Restaurant","28800","NA",,"NA",,"118837",,"5561","Compliant","No Issue","405471","556146","31.8",,"true"
"25713","2015","KEY BANK (International Building)","NonResidential","5247802530","666 S DEARBORN ST","SEATTLE","WA","98134","47.59644","-122.32415","DOWNTOWN","2","1979","3","1","35202","35202","0","35202","35202","0","3","98.80000305","98.80000305","3295030","3295030","310.2000122","310.2000122","Office","Office","24227","Bank Branch","9127","K-12 School","7601","965718",,,"Compliant","No Issue","3295030",,"19.1","0.543","false"
"25716","2015","BELLEVUE PLACE APTS","Multifamily LR (1-4)","8725600075","1717 BELLEVUE AVE","SEATTLE","WA","98122","47.61769","-122.32701","EAST","3","1963","4","1","23150","23150","0","23150","23150","0","80","38.29999924","34.40000153","622572","693422","110.8000031","99","Multifamily LR (1-4)","Multifamily Housing","18100","Parking","2796","NA",,"159599",,"780","Compliant","No Issue","544552","78020","7.3","0.315","false"
"25721","2015","VIOLETT APTS ON MELROSE","Multifamily LR (1-4)","8725600140","1620 MELROSE AVE","SEATTLE","WA","98122","47.61598","-122.32758","EAST","3","1960","4","1","37151","34024","3127","37151","34024","3127","96","26.20000076","24.70000076","919180","971544","63.5","59.09999847","Multifamily LR (1-4)","Multifamily Housing","37151","Parking","3127","NA",,"172449",,"3308","Compliant","No Issue","588397","330783","20.9","0.614","false"
